ds,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,type,solID
2018-10-01,1192158.47196828,81554.8529264393,24499.8483071293,12558913.6854158,141106.658730344,40260.7317750122,adstockedMedia,1_6_4
2018-10-08,599092.745246704,28666.5682532845,25305.0975621561,22423200.7994349,147033.184503781,32135.1059858311,adstockedMedia,1_6_4
2018-10-15,634732.144730237,128402.311904596,13868.0722765998,39514345.7920282,130692.393061589,57313.4107350556,adstockedMedia,1_6_4
2018-10-22,318970.532881373,45133.4715962601,3329.16790855147,6610523.20789462,132539.305387075,63672.6270399286,adstockedMedia,1_6_4
2018-10-29,349966.352415181,15864.4359911834,16760.1996827151,92655071.3724422,158213.698591631,57937.8309248929,adstockedMedia,1_6_4
2018-11-05,175867.812662715,278186.356535782,14939.7850295549,15500661.5283564,160909.308055557,39583.2183694208,adstockedMedia,1_6_4
2018-11-12,518510.360721489,97782.6320643176,3586.44315439397,119655435.494886,43066.0478420443,29138.1089350293,adstockedMedia,1_6_4
2018-11-19,260565.85827103,122595.640071976,860.961149993369,20017667.4429279,11526.2721538326,26568.8802796629,adstockedMedia,1_6_4
2018-11-26,532380.581190482,43092.4237806953,113677.682239168,69100491.7182549,159649.296224927,6836.26217071048,adstockedMedia,1_6_4
2018-12-03,267536.029312324,115570.006746772,27289.4519209947,11560115.5738382,156852.330602249,36513.5449158202,adstockedMedia,1_6_4
2018-12-10,134444.285740383,40622.9104407452,53671.1028328451,1933940.97143874,193803.23864121,77773.3942588147,adstockedMedia,1_6_4
2018-12-17,67561.9878739423,43085.9716737894,12884.279055076,323537.222194711,165941.765147828,56329.2575056743,adstockedMedia,1_6_4
2018-12-24,1219301.0754908,15144.7388282317,58982.665282441,96655679.3233693,194815.925943485,94720.5506218613,adstockedMedia,1_6_4
2018-12-31,998081.957422643,5323.382652523,14159.3721537252,16169940.2719418,156775.349850397,77309.8227110854,adstockedMedia,1_6_4
2019-01-07,501563.906068894,2489.17144683648,10176.0973250809,22522960.5822154,162961.226946281,115252.230811007,adstockedMedia,1_6_4
2019-01-14,338929.594107799,874.944906579949,7956.20614025688,3767962.00607395,155523.585818876,108976.088715105,adstockedMedia,1_6_4
2019-01-21,170321.535059136,51448.5435364338,23811.6326394182,31776189.2339923,158802.492153663,27434.3189519228,adstockedMedia,1_6_4
2019-01-28,323164.302173731,18084.1866780086,5716.21791783769,5315974.03877898,160733.278462292,26732.1378567144,adstockedMedia,1_6_4
2019-02-04,162399.037969632,6356.59992150151,33412.5679792734,889331.93885759,185018.079932588,62311.4193416622,adstockedMedia,1_6_4
2019-02-11,177031.327333043,2234.34779133139,16960.3507350515,24153241.7736953,49518.5615941428,34728.662637659,adstockedMedia,1_6_4
2019-02-18,88963.1591608088,785.374274655974,7834.16660254346,4040698.69032512,13253.234187958,27944.0129063129,adstockedMedia,1_6_4
2019-02-25,180613.658495802,58182.0594181821,6724.33584138978,2208942.49443151,92077.5127977513,53116.5094788417,adstockedMedia,1_6_4
2019-03-04,90763.3800719904,20451.0206024449,1614.24332401634,369543.398268536,98735.9458162881,50044.297121421,adstockedMedia,1_6_4
2019-03-11,86788.5195061368,7188.54313278094,387.515075182915,61822.4890634843,108485.6442045,36299.611786228,adstockedMedia,1_6_4
2019-03-18,43613.6416671054,2526.77621212089,93.0268264144918,83189752.3104868,84287.2045363049,24974.7722034563,adstockedMedia,1_6_4
2019-03-25,48042.4663388511,11698.1629988454,22.332009738375,13917167.9875926,93464.8151536154,35123.1525260134,adstockedMedia,1_6_4
2019-04-01,24142.6737502818,4111.90966584077,5.36101980661768,37822382.5592912,98903.4726613534,16092.3934408689,adstockedMedia,1_6_4
2019-04-08,371305.964140123,5302.33813571444,1.28696582634745,6327467.47224408,93895.4455196468,41465.3154797382,adstockedMedia,1_6_4
2019-04-15,186591.560277985,1863.77428951471,22471.9756155417,1058548.98351642,90376.586546162,53917.4026394381,adstockedMedia,1_6_4
2019-04-22,130355.441758178,655.117518601638,5394.61999972758,19538532.9005954,75670.0071373386,14429.2962693013,adstockedMedia,1_6_4
2019-04-29,65507.2302022204,230.27410861565,94789.3652183507,34956263.399862,76053.3362335382,5095.23628945401,adstockedMedia,1_6_4
2019-05-06,60638.4026883487,80.941454919291,22755.1246101719,5847982.19062717,76463.5160755602,36114.2972644236,adstockedMedia,1_6_4
2019-05-13,30472.4816273457,28.4509585721022,21390.5927162999,66185574.6733403,20464.8287987419,28284.8434367456,adstockedMedia,1_6_4
2019-05-20,234616.16841344,10827.0005250027,33556.6900062956,11072466.6861175,5477.24247140236,26358.9988818091,adstockedMedia,1_6_4
2019-05-27,117901.141265228,10682.695656251,8055.61531970614,1852360.11200737,41590.0340045081,27483.6367372977,adstockedMedia,1_6_4
2019-06-03,59248.5982771123,3754.97242862056,12373.1634627921,309889.212749497,65970.9195985634,26663.2687652703,adstockedMedia,1_6_4
2019-06-10,29774.0663078547,1319.87453292747,2970.30026279102,3961151.30378099,48159.2635068439,14589.4793139565,adstockedMedia,1_6_4
2019-06-17,14962.2953163937,463.936504404771,713.049955063429,662677.873029825,49044.0835574706,23761.6372044006,adstockedMedia,1_6_4
2019-06-24,53722.5689852984,163.073894335944,171.174693947678,110862.203870921,61550.1059726509,32782.7524736273,adstockedMedia,1_6_4
2019-07-01,26997.0830991705,57.3205487419221,41.0921782408283,18546.6102722348,64626.41589868,16776.7151373163,adstockedMedia,1_6_4
2019-07-08,53094.4841212689,20.1481992041375,9.86458379818774,3102.74142656106,62631.9494871846,21510.6410413845,adstockedMedia,1_6_4
2019-07-15,26681.4530094744,124629.082101272,2.3680909038495,519.070828512005,93479.3909964987,9444.06523066753,adstockedMedia,1_6_4
2019-07-22,103779.471234338,43807.1795877409,0.568483642454839,29956317.8936704,102366.903888326,28183.9974914278,adstockedMedia,1_6_4
2019-07-29,52152.066846768,87459.2437411612,0.136470120810556,5011520.01102162,102724.733786704,8752.53952316972,adstockedMedia,1_6_4
2019-08-05,123782.662152701,30741.9643359304,0.0327610022227286,179136671.442395,131811.360811621,42625.8999280863,adstockedMedia,1_6_4
2019-08-12,62204.2258866573,74455.8145806586,0.00786460259771829,29968536.7483383,35278.2224933704,29886.5304521787,adstockedMedia,1_6_4
2019-08-19,31259.3512763923,26171.2530148945,24152.0018879756,103329618.749922,9441.92499514824,26752.9727509032,adstockedMedia,1_6_4
2019-08-26,15708.6922679715,81428.2074524633,5797.92692228723,17286452.0243953,116102.455409386,54663.5441905226,adstockedMedia,1_6_4
2019-09-02,9592.15418519319,28622.0523110269,104375.516367247,43637321.945223,148771.638854497,47506.8279274468,adstockedMedia,1_6_4
2019-09-09,374328.823907231,18019.6645304505,25056.3750027934,7300273.44923072,177747.169202204,43010.4595352422,adstockedMedia,1_6_4
2019-09-16,188110.631273121,27824.9203570066,115547.363966299,20206105.5395382,203295.548710346,80996.4683926028,adstockedMedia,1_6_4
2019-09-23,303157.917126553,9780.47228257272,27738.2875111922,3380365.45798597,200022.916557141,70828.0509632166,adstockedMedia,1_6_4
2019-09-30,152345.273791295,62416.8404984755,153725.850255363,565515.735191287,183212.038170506,96849.8814347014,adstockedMedia,1_6_4
2019-10-07,221037.331582698,21939.5480967615,36903.4107392484,141547354.637688,176565.415967606,82106.5834026766,adstockedMedia,1_6_4
2019-10-14,111077.398595552,68144.7612305587,162582.695398187,23680059.8388573,200096.599280839,48353.1107442126,adstockedMedia,1_6_4
2019-10-21,210737.078051104,23952.9148643255,39029.5840121014,60843500.3042674,157234.250630854,22537.6233727813,adstockedMedia,1_6_4
2019-10-28,127883.735098771,22513.4605738869,26845.4376540313,10178768.3118379,180470.153201052,15140.6765078354,adstockedMedia,1_6_4
2019-11-04,86718.1289523894,7913.49172980646,30495.8461499865,1702849.50451493,200009.337014103,93913.2175574995,adstockedMedia,1_6_4
2019-11-11,43578.2684586977,2781.59597686867,7320.82947952089,128265996.711662,53530.8477849578,42501.8933584309,adstockedMedia,1_6_4
2016-11-21,0.320517904631094,0.342797448307184,0.0997792282135896,0.416340824338909,0.00268961401982472,0.0775238527366739,saturatedMedia,1_6_4
2016-11-28,0.0898968526079643,0.0623513436490138,0.0566036720502201,0.364167521444381,0.504239478524886,0.138741787017056,saturatedMedia,1_6_4
2016-12-05,0.105599659850291,0.558996983634231,0.00252058021135823,0.243453660064434,0.567849389708755,0.378418383575243,saturatedMedia,1_6_4
2016-12-12,0.0241270073038855,0.139116772286574,0.000106413447877732,0.251931178110845,0.508020579503597,0.137901327403493,saturatedMedia,1_6_4
2016-12-19,0.0051504733849866,0.714989812201125,4.48215570445593e-06,0.178484293327074,0.454455866902887,0.014910927911676,saturatedMedia,1_6_4
2016-12-26,0.752068028668659,0.242321426507432,1.88770861426156e-07,0.371523639338874,0.62563580585394,0.000762364000032692,saturatedMedia,1_6_4
2017-01-02,0.689675776202462,0.821311518411351,0.641904164877608,0.367209356021094,0.560143600255347,0.258797008096726,saturatedMedia,1_6_4
2017-01-09,0.317583737517267,0.369472827437228,0.0701954172283743,0.367775350115603,0.570534473459698,0.13076400194898,saturatedMedia,1_6_4
2017-01-16,0.137461196707666,0.0695115578194558,0.0138327899648807,0.360975387955192,0.565767993436649,0.221637973531427,saturatedMedia,1_6_4
2017-01-23,0.032294191728952,0.0094340199162296,0.200247460691961,0.429834106490822,0.561385458930172,0.0677238429945178,saturatedMedia,1_6_4
2017-01-30,0.309781486475682,0.0012127009923506,0.0104352238967937,0.382885941417025,0.598035521764425,0.131242873632087,saturatedMedia,1_6_4
2017-02-06,0.0859088585195875,0.000154767883510694,0.000443926284348156,0.132953653512536,0.461358272152554,0.0134028074541532,saturatedMedia,1_6_4
2017-02-13,0.0193003010556174,0.24139672740652,1.87043115564245e-05,0.414125839516983,0.057099348779914,0.0543862579740297,saturatedMedia,1_6_4
2017-02-20,0.00410413430134755,0.0389864351361002,0.175685070992341,0.148715633715473,0.00426320950295461,0.068979630479206,saturatedMedia,1_6_4
2017-02-27,0.000862209122086798,0.00514530358241891,0.00889624974460483,0.5060236381268,0.213362169341984,0.124671307410326,saturatedMedia,1_6_4
2017-03-06,0.000180670958702248,0.000658919608592142,0.298367882141726,0.20202603593859,0.368282172876657,0.0433130038085787,saturatedMedia,1_6_4
2017-03-13,0.0160224639290232,8.40522856820359e-05,0.0175946042746235,0.0588863551881403,0.364604972354945,0.11131354344261,saturatedMedia,1_6_4
2017-03-20,0.00339817226669167,1.07163951838128e-05,0.478174626880518,0.0152286702742438,0.266160339858189,0.106210783093397,saturatedMedia,1_6_4
2017-03-27,0.000713498929194442,0.0121902169230673,0.0371588390539974,0.235667061568356,0.376935722123598,0.134264605378547,saturatedMedia,1_6_4
2017-04-03,0.000149492005975393,0.00157080662239161,0.00162273769420155,0.0708070044864196,0.288605625723361,0.00734001487950239,saturatedMedia,1_6_4
2017-04-10,3.13075363943896e-05,0.823822889999812,6.84494666282221e-05,0.0184850736922375,0.207409448984102,0.000645727586743494,saturatedMedia,1_6_4
2017-04-17,0.00725750210802551,0.37349040079283,2.88300037117835e-06,0.0046329914956009,0.201321350850891,0.0147263282494819,saturatedMedia,1_6_4
2017-04-24,0.00152850133492724,0.705340895862764,1.21420509637105e-07,0.00114903415498162,0.190162538051194,0.0470247662637408,saturatedMedia,1_6_4
2017-05-01,0.215434368276194,0.233818225271213,5.11373543646e-09,0.000284225325572666,0.153955174035033,0.010742820118608,saturatedMedia,1_6_4
2017-05-08,0.0543732212912269,0.696332554651845,2.15369605010726e-10,7.02602508871367e-05,0.115813577224575,0.0121295265253555,saturatedMedia,1_6_4
2017-05-15,0.0118972612140007,0.226208838637955,9.07048616831627e-12,1.73654744138121e-05,0.00917569957824717,0.0537003249348411,saturatedMedia,1_6_4
2017-05-22,0.0025149588209436,0.121596614884329,3.82011748172455e-13,0.295499123158672,0.000654312446124222,0.0687894816126403,saturatedMedia,1_6_4
2017-05-29,0.000527685121164737,0.0173419230148408,0.0802365247208483,0.0939272703495093,0.0610838593302231,0.0123326318816771,saturatedMedia,1_6_4
2017-06-05,0.0136470705547257,0.052362047916444,0.00366057592847207,0.271318590568114,0.0924368393242356,0.00148133287402708,saturatedMedia,1_6_4
2017-06-12,0.00288888496468264,0.00699508375069204,0.000154710953501098,0.0842682754331822,0.126595209891672,0.00239580888795007,saturatedMedia,1_6_4
2017-06-19,0.218196818026528,0.000897261453924336,6.51675781771117e-06,0.0624436671380395,0.175054096346714,0.00307106649593076,saturatedMedia,1_6_4
2017-06-26,0.0552157790072671,0.330873803518632,0.0327348139648997,0.0161940126042695,0.138806391288189,0.000345675703271225,saturatedMedia,1_6_4
2017-07-03,0.0282977609308096,0.0593023304727993,0.174726620441013,0.379904708558956,0.275491900574934,0.0116949074830305,saturatedMedia,1_6_4
2017-07-10,0.00606119296057636,0.00797283177009305,0.00883796047095067,0.131503759474541,0.291957943276652,0.00752740444663464,saturatedMedia,1_6_4
2017-07-17,0.0245935268658142,0.203702175116926,0.594410135882685,0.0360718865247965,0.274572686204041,0.00135818012710787,saturatedMedia,1_6_4
2017-07-24,0.00525203766065203,0.0315827537183334,0.0581345270554552,0.00916389315041557,0.284125681358867,0.0258800731923471,saturatedMedia,1_6_4
2017-07-31,0.0301281277146778,0.477203049331946,0.0117749371573751,0.00228055532327905,0.315648098882433,0.0182845825999646,saturatedMedia,1_6_4
2017-08-07,0.00646281166060448,0.386753545725417,0.15912306945004,0.000564600017375409,0.449357617163216,0.0135629822573791,saturatedMedia,1_6_4
2017-08-14,0.20733719740385,0.0744185560489653,0.00790677440480184,0.00013959810132145,0.0545491907408465,0.0544701878434484,saturatedMedia,1_6_4
2017-08-21,0.0519289140009621,0.0101462364769379,0.21255246043579,0.174700118133443,0.00406263962880294,0.0690028309145305,saturatedMedia,1_6_4
2017-08-28,0.805540592994962,0.00130507096564927,0.0112403899390653,0.163564855897257,0.481071314742206,0.18665275863555,saturatedMedia,1_6_4
2017-09-04,0.464506771684087,0.000166569805444752,0.000478551775207889,0.0461013801329816,0.424920636511354,0.102333044312204,saturatedMedia,1_6_4
2017-09-11,0.597030801337652,0.304099526675464,0.0341332739767499,0.101054166694502,0.426022182002665,0.00737862402191382,saturatedMedia,1_6_4
2017-09-18,0.236783830291606,0.0527704953798653,0.00148614433777696,0.0270317010068294,0.485983769954855,0.0339479651973999,saturatedMedia,1_6_4
2017-09-25,0.723622264467997,0.337113909870573,6.26795438222242e-05,0.238613815304498,0.607122186506951,0.0952613772868788,saturatedMedia,1_6_4
2017-10-02,0.879686875575589,0.205287151077965,2.63996431533747e-06,0.0718862429018746,0.617554272472327,0.157591323351039,saturatedMedia,1_6_4
2017-10-09,0.803961499449945,0.71601160444593,0.417254344890462,0.336180939767674,0.540044630853605,0.066162013077756,saturatedMedia,1_6_4
2017-10-16,0.462007882380343,0.243244231024653,0.029272859581267,0.323112102442734,0.617188331147826,0.283808860444333,saturatedMedia,1_6_4
2017-10-23,0.564350178563108,0.139972824572457,0.00126841951109109,0.375423464054039,0.618531767863937,0.257687555403902,saturatedMedia,1_6_4
2017-10-30,0.260157678301884,0.0203273093073469,5.3485622614253e-05,0.389672605834754,0.637282890567637,0.0262772434159044,saturatedMedia,1_6_4
2017-11-06,0.257504856869515,0.670290404695567,0.539049444751759,0.318486566568884,0.668097932801544,0.103623778428698,saturatedMedia,1_6_4
2017-11-13,0.0677055833056098,0.205831340415057,0.0469397498546154,0.4421131786405,0.124586331003515,0.0809495618675443,saturatedMedia,1_6_4
2017-11-20,0.481860360017711,0.290024003490917,0.00968716636125789,0.321240863655786,0.00996175704468233,0.0757613107023057,saturatedMedia,1_6_4
2017-11-27,0.162997432955735,0.0495004919826294,0.161311605885058,0.289213348931117,0.697626036404939,0.263057187856639,saturatedMedia,1_6_4
2017-12-04,0.286215357197617,0.178160930878337,0.00803539648332218,0.229627746618028,0.728070687853762,0.0887043977622254,saturatedMedia,1_6_4
2017-12-11,0.0774621454675065,0.0268938663122215,0.000341043008380886,0.257868571156468,0.703068064642449,0.231916225958621,saturatedMedia,1_6_4
2017-12-18,0.555972194815869,0.175539397067538,1.43680292264192e-05,0.182223294156769,0.748527921380204,0.32541078974608,saturatedMedia,1_6_4
2017-12-25,0.807779093054118,0.026426567111197,0.311745270130733,0.373097999520264,0.737292290432909,0.478840590857949,saturatedMedia,1_6_4
2018-01-01,0.468078747010952,0.00344857038719883,0.123623539562667,0.325170136848135,0.763318428249634,0.650832974817273,saturatedMedia,1_6_4
2018-01-08,0.155596915580224,0.00150577308649774,0.00590587338331295,0.381907547111202,0.773930065347892,0.666877117915791,saturatedMedia,1_6_4
2018-01-15,0.383923538553984,0.000192219669411261,0.34082014365986,0.132476813794727,0.761777674189134,0.139384543909712,saturatedMedia,1_6_4
2018-01-22,0.115430758809857,0.0618394196153993,0.541087324430703,0.0363683681134805,0.657521138078015,0.0336727352129467,saturatedMedia,1_6_4
2018-01-29,0.220929035743727,0.00833338142146389,0.0473081443274176,0.00924133321781044,0.661732927278306,0.0327944539226995,saturatedMedia,1_6_4
2018-02-05,0.0560535020374151,0.00107018259669507,0.0570257737000988,0.103998117096614,0.738366374941864,0.385974051646247,saturatedMedia,1_6_4
2018-02-12,0.052313325945567,0.0595582855566318,0.00254046259413645,0.0278860943818892,0.166339208507812,0.137835526675505,saturatedMedia,1_6_4
2018-02-19,0.0114270954313447,0.00800912957737091,0.0688988112720586,0.0070397362776763,0.0139106816195307,0.0882011203241816,saturatedMedia,1_6_4
2018-02-26,0.0417485257863254,0.0726774882129318,0.202253621407533,0.00174911437141081,0.523240945786187,0.0769639080925349,saturatedMedia,1_6_4
2018-03-05,0.00904059687756759,0.00989278731765817,0.0105648889528807,0.000432857013952514,0.590509814549363,0.0664936196888125,saturatedMedia,1_6_4
2018-03-12,0.404044417589136,0.158005973383649,0.490296153961277,0.000107013850923709,0.528317022671237,0.0204865789047809,saturatedMedia,1_6_4
2018-03-19,0.124319809727495,0.0233649125533049,0.038934940725422,2.64502003824334e-05,0.500783177483742,0.0271073657828029,saturatedMedia,1_6_4
2018-03-26,0.17309040803363,0.146551529653144,0.0259979881049195,6.53719738146108e-06,0.426299955785349,0.0893037018820759,saturatedMedia,1_6_4
2018-04-02,0.0419917351773705,0.021422763927309,0.00112289229178506,1.61565161392945e-06,0.487671210694027,0.0304577857978725,saturatedMedia,1_6_4
2018-04-09,0.00909507210257468,0.0104868356418799,4.73425485454761e-05,3.9930268484431e-07,0.503654225142273,0.241297813099468,saturatedMedia,1_6_4
2018-04-16,0.00191831462410543,0.00134928547065179,1.99396477582026e-06,0.184344961084782,0.472975378028797,0.125898239371927,saturatedMedia,1_6_4
2018-04-23,0.000402307926119945,0.331553719645515,8.39777946339647e-08,0.0529021798763504,0.358558477891374,0.00937413291681824,saturatedMedia,1_6_4
2018-04-30,8.42706487788877e-05,0.0594737929561653,3.53680123874246e-09,0.507836492473177,0.25439197658045,0.00710533505195826,saturatedMedia,1_6_4
2018-05-07,1.76475680819426e-05,0.109943287670264,1.48955591094506e-10,0.203197801054988,0.371377683745524,0.000335791699333075,saturatedMedia,1_6_4
2018-05-14,3.69547712594265e-06,0.015503598564126,0.0719604256446646,0.511349201707061,0.0400941977148681,0.0420568907372047,saturatedMedia,1_6_4
2018-05-21,8.23070465098663e-05,0.0253927206114534,0.00325504821462422,0.205483093747543,0.00294441609472045,0.0653930220047941,saturatedMedia,1_6_4
2018-05-28,1.72363328499975e-05,0.00331060040949139,0.031460845697444,0.173087766002813,0.215347356766912,0.140032517946539,saturatedMedia,1_6_4
2018-06-04,3.6093615152599e-06,0.000423282582888449,0.00136617280873627,0.0491876153946987,0.383263031694604,0.145558279834628,saturatedMedia,1_6_4
2018-06-11,0.00863388499847978,5.39831426138553e-05,0.0495500379129431,0.0126240144299925,0.289639089970561,0.0260855046420282,saturatedMedia,1_6_4
2018-06-18,0.00182037341143837,0.00657312074727037,0.00219082848361985,0.00314991442818397,0.400295296010983,0.0850022633784296,saturatedMedia,1_6_4
2018-06-25,0.0003817381431994,0.000842823928824869,0.175166358506397,0.269090122221467,0.361380290056048,0.0617386749799922,saturatedMedia,1_6_4
2018-07-02,0.0343152755348344,0.356077280112982,0.00886468768077678,0.0834003010606066,0.283279562620779,0.0441835091666004,saturatedMedia,1_6_4
2018-07-09,0.00738604751719386,0.0658554810903129,0.217885720648237,0.440693484804007,0.360417396828115,0.042680017082122,saturatedMedia,1_6_4
2018-07-16,0.0219439405009736,0.112309704026783,0.0115968180381719,0.162993273825049,0.400290718804488,0.018066404466756,saturatedMedia,1_6_4
2018-07-23,0.0366388757770731,0.0158735497174696,0.0529218855920195,0.0459177434661119,0.422383585155789,0.0752921080865145,saturatedMedia,1_6_4
2018-07-30,0.0079011004579827,0.00205209925514379,0.00234787404507725,0.0117547510732308,0.619908779218221,0.0222974139490058,saturatedMedia,1_6_4
2018-08-06,0.0415254241074876,0.151808992673546,0.0887195451069101,0.0029310812895577,0.654817354209261,0.409723047855512,saturatedMedia,1_6_4
2018-08-13,0.00899064452400893,0.0223086328973695,0.00408353532423713,0.322978093813764,0.118260191569877,0.143093819782553,saturatedMedia,1_6_4
2018-08-20,0.480638262930732,0.212409873109396,0.000172657149947528,0.10546789132253,0.00939347354598603,0.0892751104256618,saturatedMedia,1_6_4
2016-11-21,367332.366912149,310031.427678774,59939.870253286,241703.813985333,3149.61417199435,,saturatedSpendReversed,1_6_4
2016-11-28,184594.717301329,108976.1891942,45461.1586739628,179181.611186074,66608.1841095953,,saturatedSpendReversed,1_6_4
2016-12-05,199671.972698618,486581.180543163,10913.4007614237,83248.2806129995,76817.6318524979,,saturatedSpendReversed,1_6_4
2016-12-12,100340.712317668,171033.508396928,2619.86978892507,88376.4156605297,67167.607923709,,saturatedSpendReversed,1_6_4
2016-12-19,50423.9949770712,688093.356739379,628.925653970658,49849.8038910939,59684.6360791702,,saturatedSpendReversed,1_6_4
2016-12-26,833247.058039705,241865.130863431,150.979823460887,187018.52202311,88009.6605583494,,saturatedSpendReversed,1_6_4
2017-01-02,726637.390717813,935695.704561934,210022.244199848,182387.348255526,75479.9836846294,,saturatedSpendReversed,1_6_4
2017-01-09,365155.471726261,328897.469821002,50417.9168904309,182989.228905543,77291.2455783649,,saturatedSpendReversed,1_6_4
2017-01-16,227850.467005547,115607.6116704,23620.6529281452,175869.253520567,76453.2043883299,,saturatedSpendReversed,1_6_4
2017-01-23,114501.188385405,40636.1285886684,86527.7046826449,260875.776081872,75693.4405984578,,saturatedSpendReversed,1_6_4
2017-01-30,359377.227518797,14283.6178588541,20771.8312887759,199708.560663844,82385.6252560865,,saturatedSpendReversed,1_6_4
2017-02-06,180597.038796293,5020.69823636371,4986.48353925316,31742.2324288243,60599.9480397945,,saturatedSpendReversed,1_6_4
2017-02-13,90755.028211363,241246.777735565,1197.05469111328,238688.337231455,15103.7136675591,,saturatedSpendReversed,1_6_4
2017-02-20,45606.9224641924,84798.353153544,80470.0314844258,37571.6976031147,3969.327480656,,saturatedSpendReversed,1_6_4
2017-02-27,22918.7453042346,29806.6600725133,19317.6269257057,402084.549557793,32759.3856824322,,saturatedSpendReversed,1_6_4
2017-03-06,11517.3061004672,10477.0547025798,109845.720732802,60831.1258623262,49179.2394481917,,saturatedSpendReversed,1_6_4
2017-03-13,83494.3662171738,3682.6895389757,26369.5516623752,10016.3871629419,48761.8894851551,,saturatedSpendReversed,1_6_4
2017-03-20,41958.2381418593,1294.46706402531,155233.938344397,1671.27967272767,38178.7775316178,,saturatedSpendReversed,1_6_4
2017-03-27,21085.1800873586,46348.0057674187,37265.442200373,78708.3149864883,50169.7196137423,,saturatedSpendReversed,1_6_4
2017-04-03,10595.8886503579,16291.3453100545,8945.93796434119,12900.3043597982,40514.6689460474,,saturatedSpendReversed,1_6_4
2017-04-10,5324.72835544319,943904.415357401,2147.56088580749,2150.84664571577,32149.5256593224,,saturatedSpendReversed,1_6_4
2017-04-17,58693.7238968756,331782.835435014,515.543230529199,359.620788739093,31525.0058160062,,saturatedSpendReversed,1_6_4
2017-04-24,29495.2265197397,671911.819008672,123.761251334463,60.1568015715132,30377.1481765732,,saturatedSpendReversed,1_6_4
2017-05-01,289494.070577885,236177.312920594,29.7101124112319,10.0637282728454,26598.0576950681,,saturatedSpendReversed,1_6_4
2017-05-08,145478.811377152,657415.433943205,7.13220632443812,1.68359950857585,22434.6367620549,,saturatedSpendReversed,1_6_4
2017-05-15,73107.1434985235,231081.826913404,1.71215666740878,0.281656407849979,5844.65952087252,,saturatedSpendReversed,1_6_4
2017-05-22,36738.3702129497,158112.368271852,0.411020141650669,118095.978182092,1553.21245186917,,saturatedSpendReversed,1_6_4
2017-05-29,18462.051467392,55576.5700520822,53810.4320027834,19161.4066529161,15666.4504373349,,saturatedSpendReversed,1_6_4
2017-06-05,77718.6936594886,99198.1898938312,12917.7264003185,100873.111995316,19708.8836078791,,saturatedSpendReversed,1_6_4
2017-06-12,39055.8022580486,34868.209299068,3101.02798180199,16439.19549355,23639.7115656777,,saturatedSpendReversed,1_6_4
2017-06-19,291574.225438442,12256.1915799556,744.43243694044,10852.1216988144,28812.9779199522,,saturatedSpendReversed,1_6_4
2017-06-26,146524.146972421,301743.056968345,35124.3750357692,1810.32875730141,24975.2248325627,,saturatedSpendReversed,1_6_4
2017-07-03,107838.153670115,106062.8230835,80229.9536158114,196307.878324043,39146.2284054176,,saturatedSpendReversed,1_6_4
2017-07-10,54191.6675036503,37281.1310174469,19259.9938589173,31228.2646009998,40866.39604333,,saturatedSpendReversed,1_6_4
2017-07-17,101211.3181342,215944.334671969,191804.885345115,5181.73491415284,39050.714256607,,saturatedSpendReversed,1_6_4
2017-07-24,50861.4985815987,75904.532797916,46044.6597233132,865.694275607897,40045.8939275304,,saturatedSpendReversed,1_6_4
2017-07-31,110946.215752966,411880.478133506,21946.8092926186,144.792703546928,43378.4301886245,,saturatedSpendReversed,1_6_4
2017-08-07,55753.5550290047,341400.177197689,76272.8819632226,24.2220653303421,59016.8085468968,,saturatedSpendReversed,1_6_4
2017-08-14,283370.609998271,120002.319054495,18310.0596723277,4.05218665204916,14735.6107628746,,saturatedSpendReversed,1_6_4
2017-08-21,142401.602352254,42180.8702522088,89506.8442485476,48192.7119268613,3874.29477375919,,saturatedSpendReversed,1_6_4
2017-08-28,955729.160491757,14826.5952629274,21487.0032059741,43482.0710053333,63289.4118518757,,saturatedSpendReversed,1_6_4
2017-09-04,480280.449230887,5211.55504322837,5158.16763119801,7192.02213640032,55906.1091239461,,saturatedSpendReversed,1_6_4
2017-09-11,607873.765882957,283390.863990819,35815.9358220481,21268.2377695475,56043.2944540205,,saturatedSpendReversed,1_6_4
2017-09-18,305473.451499292,99612.0188246506,8597.96962225933,3538.25491528292,63978.1372892809,,saturatedSpendReversed,1_6_4
2017-09-25,780987.694129275,306070.67035828,2064.02764380057,80407.6434092714,84175.6576615549,,saturatedSpendReversed,1_6_4
2017-10-02,1227251.40881037,217014.981177284,495.490249621682,13173.0543699453,86303.7292071624,,saturatedSpendReversed,1_6_4
2017-10-09,951511.320742108,689848.86553617,138905.947334939,151835.925840217,72131.7938739801,,saturatedSpendReversed,1_6_4
2017-10-16,478160.867603072,242482.193011625,33345.7464708139,140281.67163521,86227.696987413,,saturatedSpendReversed,1_6_4
2017-10-23,572992.917242034,171653.602190376,8004.97623773171,191292.065512849,86507.3318366663,,saturatedSpendReversed,1_6_4
2017-10-30,322784.056215878,60336.3199925204,1921.67371699822,207646.243872239,90563.1966868655,,saturatedSpendReversed,1_6_4
2017-11-06,320825.553814199,618441.244183552,173260.650114911,136361.512229151,97936.5715073907,,saturatedSpendReversed,1_6_4
2017-11-13,161223.751958503,217382.381316104,41592.9326493785,279604.369601852,23417.1870101253,,saturatedSpendReversed,1_6_4
